0	C	L0	10	1	256000
0	C	L1	12	1	256000
0	C	L2	13	1	256000
0	C	L3	14	1	256000
0	C	L4	15	1	256000
0	C	L5	18	1	256000
0	C	L6	22	1	256000
0	C	L7	27	1	256000
0	C	L8	28	1	256000
0	C	L9	33	1	256000
0	C	L10	34	1	256000
0	C	L11	35	1	256000
0	C	L12	37	1	256000
0	C	L13	39	1	256000
0	C	L14	41	1	256000
0	C	L15	42	1	256000
0	C	L16	43	1	256000
0	C	L17	44	1	256000
0	C	L18	45	1	256000
1200	C	L19	10	1	256000
1200	C	L20	12	1	256000
1200	C	L21	13	1	256000
1200	C	L22	14	1	256000
1200	C	L23	15	1	256000
1200	C	L24	18	1	256000
1200	C	L25	22	1	256000
1200	C	L26	27	1	256000
1200	C	L27	28	1	256000
1200	C	L28	33	1	256000
1200	C	L29	34	1	256000
1200	C	L30	35	1	256000
1200	C	L31	37	1	256000
1200	C	L32	39	1	256000
1200	C	L33	41	1	256000
1200	C	L34	42	1	256000
1200	C	L35	43	1	256000
1200	C	L36	44	1	256000
1200	C	L37	45	1	256000
2400	C	L38	10	1	256000
2400	C	L39	12	1	256000
2400	C	L40	13	1	256000
2400	C	L41	14	1	256000
2400	C	L42	15	1	256000
2400	C	L43	18	1	256000
2400	C	L44	22	1	256000
2400	C	L45	27	1	256000
2400	C	L46	28	1	256000
2400	C	L47	33	1	256000
2400	C	L48	34	1	256000
2400	C	L49	35	1	256000
2400	C	L50	37	1	256000
2400	C	L51	39	1	256000
2400	C	L52	41	1	256000
2400	C	L53	42	1	256000
2400	C	L54	43	1	256000
2400	C	L55	44	1	256000
2400	C	L56	45	1	256000
3600	C	L57	10	1	256000
3600	C	L58	12	1	256000
3600	C	L59	13	1	256000
3600	C	L60	14	1	256000
3600	C	L61	15	1	256000
3600	C	L62	18	1	256000
3600	C	L63	22	1	256000
3600	C	L64	27	1	256000
3600	C	L65	28	1	256000
3600	C	L66	33	1	256000
3600	C	L67	34	1	256000
3600	C	L68	35	1	256000
3600	C	L69	37	1	256000
3600	C	L70	39	1	256000
3600	C	L71	41	1	256000
3600	C	L72	42	1	256000
3600	C	L73	43	1	256000
3600	C	L74	44	1	256000
3600	C	L75	45	1	256000
4800	C	L76	10	1	256000
4800	C	L77	12	1	256000
4800	C	L78	13	1	256000
4800	C	L79	14	1	256000
4800	C	L80	15	1	256000
4800	C	L81	18	1	256000
4800	C	L82	22	1	256000
4800	C	L83	27	1	256000
4800	C	L84	28	1	256000
4800	C	L85	33	1	256000
4800	C	L86	34	1	256000
4800	C	L87	35	1	256000
4800	C	L88	37	1	256000
4800	C	L89	39	1	256000
4800	C	L90	41	1	256000
4800	C	L91	42	1	256000
4800	C	L92	43	1	256000
4800	C	L93	44	1	256000
4800	C	L94	45	1	256000
6000	C	L95	10	1	256000
6000	C	L96	12	1	256000
6000	C	L97	13	1	256000
6000	C	L98	14	1	256000
6000	C	L99	15	1	256000
6000	C	L100	18	1	256000
6000	C	L101	22	1	256000
6000	C	L102	27	1	256000
6000	C	L103	28	1	256000
6000	C	L104	33	1	256000
6000	C	L105	34	1	256000
6000	C	L106	35	1	256000
6000	C	L107	37	1	256000
6000	C	L108	39	1	256000
6000	C	L109	41	1	256000
6000	C	L110	42	1	256000
6000	C	L111	43	1	256000
6000	C	L112	44	1	256000
6000	C	L113	45	1	256000
7200	C	L114	10	1	256000
7200	C	L115	12	1	256000
7200	C	L116	13	1	256000
7200	C	L117	14	1	256000
7200	C	L118	15	1	256000
7200	C	L119	18	1	256000
7200	C	L120	22	1	256000
7200	C	L121	27	1	256000
7200	C	L122	28	1	256000
7200	C	L123	33	1	256000
7200	C	L124	34	1	256000
7200	C	L125	35	1	256000
7200	C	L126	37	1	256000
7200	C	L127	39	1	256000
7200	C	L128	41	1	256000
7200	C	L129	42	1	256000
7200	C	L130	43	1	256000
7200	C	L131	44	1	256000
7200	C	L132	45	1	256000
8400	C	L133	10	1	256000
8400	C	L134	12	1	256000
8400	C	L135	13	1	256000
8400	C	L136	14	1	256000
8400	C	L137	15	1	256000
8400	C	L138	18	1	256000
8400	C	L139	22	1	256000
8400	C	L140	27	1	256000
8400	C	L141	28	1	256000
8400	C	L142	33	1	256000
8400	C	L143	34	1	256000
8400	C	L144	35	1	256000
8400	C	L145	37	1	256000
8400	C	L146	39	1	256000
8400	C	L147	41	1	256000
8400	C	L148	42	1	256000
8400	C	L149	43	1	256000
8400	C	L150	44	1	256000
8400	C	L151	45	1	256000
9600	C	L152	10	1	256000
9600	C	L153	12	1	256000
9600	C	L154	13	1	256000
9600	C	L155	14	1	256000
9600	C	L156	15	1	256000
9600	C	L157	18	1	256000
9600	C	L158	22	1	256000
9600	C	L159	27	1	256000
9600	C	L160	28	1	256000
9600	C	L161	33	1	256000
9600	C	L162	34	1	256000
9600	C	L163	35	1	256000
9600	C	L164	37	1	256000
9600	C	L165	39	1	256000
9600	C	L166	41	1	256000
9600	C	L167	42	1	256000
9600	C	L168	43	1	256000
9600	C	L169	44	1	256000
9600	C	L170	45	1	256000
10800	C	L171	10	1	256000
10800	C	L172	12	1	256000
10800	C	L173	13	1	256000
10800	C	L174	14	1	256000
10800	C	L175	15	1	256000
10800	C	L176	18	1	256000
10800	C	L177	22	1	256000
10800	C	L178	27	1	256000
10800	C	L179	28	1	256000
10800	C	L180	33	1	256000
10800	C	L181	34	1	256000
10800	C	L182	35	1	256000
10800	C	L183	37	1	256000
10800	C	L184	39	1	256000
10800	C	L185	41	1	256000
10800	C	L186	42	1	256000
10800	C	L187	43	1	256000
10800	C	L188	44	1	256000
10800	C	L189	45	1	256000
12000	C	L190	10	1	256000
12000	C	L191	12	1	256000
12000	C	L192	13	1	256000
12000	C	L193	14	1	256000
12000	C	L194	15	1	256000
12000	C	L195	18	1	256000
12000	C	L196	22	1	256000
12000	C	L197	27	1	256000
12000	C	L198	28	1	256000
12000	C	L199	33	1	256000
12000	C	L200	34	1	256000
12000	C	L201	35	1	256000
12000	C	L202	37	1	256000
12000	C	L203	39	1	256000
12000	C	L204	41	1	256000
12000	C	L205	42	1	256000
12000	C	L206	43	1	256000
12000	C	L207	44	1	256000
12000	C	L208	45	1	256000
13200	C	L209	10	1	256000
13200	C	L210	12	1	256000
13200	C	L211	13	1	256000
13200	C	L212	14	1	256000
13200	C	L213	15	1	256000
13200	C	L214	18	1	256000
13200	C	L215	22	1	256000
13200	C	L216	27	1	256000
13200	C	L217	28	1	256000
13200	C	L218	33	1	256000
13200	C	L219	34	1	256000
13200	C	L220	35	1	256000
13200	C	L221	37	1	256000
13200	C	L222	39	1	256000
13200	C	L223	41	1	256000
13200	C	L224	42	1	256000
13200	C	L225	43	1	256000
13200	C	L226	44	1	256000
13200	C	L227	45	1	256000
14400	C	L228	10	1	256000
14400	C	L229	12	1	256000
14400	C	L230	13	1	256000
14400	C	L231	14	1	256000
14400	C	L232	15	1	256000
14400	C	L233	18	1	256000
14400	C	L234	22	1	256000
14400	C	L235	27	1	256000
14400	C	L236	28	1	256000
14400	C	L237	33	1	256000
14400	C	L238	34	1	256000
14400	C	L239	35	1	256000
14400	C	L240	37	1	256000
14400	C	L241	39	1	256000
14400	C	L242	41	1	256000
14400	C	L243	42	1	256000
14400	C	L244	43	1	256000
14400	C	L245	44	1	256000
14400	C	L246	45	1	256000
15600	C	L247	10	1	256000
15600	C	L248	12	1	256000
15600	C	L249	13	1	256000
15600	C	L250	14	1	256000
15600	C	L251	15	1	256000
15600	C	L252	18	1	256000
15600	C	L253	22	1	256000
15600	C	L254	27	1	256000
15600	C	L255	28	1	256000
15600	C	L256	33	1	256000
15600	C	L257	34	1	256000
15600	C	L258	35	1	256000
15600	C	L259	37	1	256000
15600	C	L260	39	1	256000
15600	C	L261	41	1	256000
15600	C	L262	42	1	256000
15600	C	L263	43	1	256000
15600	C	L264	44	1	256000
15600	C	L265	45	1	256000
16800	C	L266	10	1	256000
16800	C	L267	12	1	256000
16800	C	L268	13	1	256000
16800	C	L269	14	1	256000
16800	C	L270	15	1	256000
16800	C	L271	18	1	256000
16800	C	L272	22	1	256000
16800	C	L273	27	1	256000
16800	C	L274	28	1	256000
16800	C	L275	33	1	256000
16800	C	L276	34	1	256000
16800	C	L277	35	1	256000
16800	C	L278	37	1	256000
16800	C	L279	39	1	256000
16800	C	L280	41	1	256000
16800	C	L281	42	1	256000
16800	C	L282	43	1	256000
16800	C	L283	44	1	256000
16800	C	L284	45	1	256000
1256000	C	L285	10	1	256000
1256000	C	L286	12	1	256000
1256000	C	L287	13	1	256000
1256000	C	L288	14	1	256000
1256000	C	L289	15	1	256000
1256000	C	L290	18	1	256000
1256000	C	L291	22	1	256000
1256000	C	L292	27	1	256000
1256000	C	L293	28	1	256000
1256000	C	L294	33	1	256000
1256000	C	L295	34	1	256000
1256000	C	L296	35	1	256000
1256000	C	L297	37	1	256000
1256000	C	L298	39	1	256000
1256000	C	L299	41	1	256000
1256000	C	L300	42	1	256000
1256000	C	L301	43	1	256000
1256000	C	L302	44	1	256000
1256000	C	L303	45	1	256000
19200	C	L304	10	1	256000
19200	C	L305	12	1	256000
19200	C	L306	13	1	256000
19200	C	L307	14	1	256000
19200	C	L308	15	1	256000
19200	C	L309	18	1	256000
19200	C	L310	22	1	256000
19200	C	L311	27	1	256000
19200	C	L312	28	1	256000
19200	C	L313	33	1	256000
19200	C	L314	34	1	256000
19200	C	L315	35	1	256000
19200	C	L316	37	1	256000
19200	C	L317	39	1	256000
19200	C	L318	41	1	256000
19200	C	L319	42	1	256000
19200	C	L320	43	1	256000
19200	C	L321	44	1	256000
19200	C	L322	45	1	256000
20400	C	L323	10	1	256000
20400	C	L324	12	1	256000
20400	C	L325	13	1	256000
20400	C	L326	14	1	256000
20400	C	L327	15	1	256000
20400	C	L328	18	1	256000
20400	C	L329	22	1	256000
20400	C	L330	27	1	256000
20400	C	L331	28	1	256000
20400	C	L332	33	1	256000
20400	C	L333	34	1	256000
20400	C	L334	35	1	256000
20400	C	L335	37	1	256000
20400	C	L336	39	1	256000
20400	C	L337	41	1	256000
20400	C	L338	42	1	256000
20400	C	L339	43	1	256000
20400	C	L340	44	1	256000
20400	C	L341	45	1	256000
21600	C	L342	10	1	256000
21600	C	L343	12	1	256000
21600	C	L344	13	1	256000
21600	C	L345	14	1	256000
21600	C	L346	15	1	256000
21600	C	L347	18	1	256000
21600	C	L348	22	1	256000
21600	C	L349	27	1	256000
21600	C	L350	28	1	256000
21600	C	L351	33	1	256000
21600	C	L352	34	1	256000
21600	C	L353	35	1	256000
21600	C	L354	37	1	256000
21600	C	L355	39	1	256000
21600	C	L356	41	1	256000
21600	C	L357	42	1	256000
21600	C	L358	43	1	256000
21600	C	L359	44	1	256000
21600	C	L360	45	1	256000
22800	C	L361	10	1	256000
22800	C	L362	12	1	256000
22800	C	L363	13	1	256000
22800	C	L364	14	1	256000
22800	C	L365	15	1	256000
22800	C	L366	18	1	256000
22800	C	L367	22	1	256000
22800	C	L368	27	1	256000
22800	C	L369	28	1	256000
22800	C	L370	33	1	256000
22800	C	L371	34	1	256000
22800	C	L372	35	1	256000
22800	C	L373	37	1	256000
22800	C	L374	39	1	256000
22800	C	L375	41	1	256000
22800	C	L376	42	1	256000
22800	C	L377	43	1	256000
22800	C	L378	44	1	256000
22800	C	L379	45	1	256000
24000	C	L380	10	1	256000
24000	C	L381	12	1	256000
24000	C	L382	13	1	256000
24000	C	L383	14	1	256000
24000	C	L384	15	1	256000
24000	C	L385	18	1	256000
24000	C	L386	22	1	256000
24000	C	L387	27	1	256000
24000	C	L388	28	1	256000
24000	C	L389	33	1	256000
24000	C	L390	34	1	256000
24000	C	L391	35	1	256000
24000	C	L392	37	1	256000
24000	C	L393	39	1	256000
24000	C	L394	41	1	256000
24000	C	L395	42	1	256000
24000	C	L396	43	1	256000
24000	C	L397	44	1	256000
24000	C	L398	45	1	256000
25200	C	L399	10	1	256000
25200	C	L400	12	1	256000
25200	C	L401	13	1	256000
25200	C	L402	14	1	256000
25200	C	L403	15	1	256000
25200	C	L404	18	1	256000
25200	C	L405	22	1	256000
25200	C	L406	27	1	256000
